generation=0, runtime=5.80s, best_objective=1455571.107500, note=start
generation=378, runtime=5233.23s, best_objective=1454827.872800, note=checkpoint
generation=379, runtime=5239.76s, best_objective=1454827.872800, note=checkpoint
generation=380, runtime=5246.71s, best_objective=1454827.872800, note=checkpoint
generation=381, runtime=5253.33s, best_objective=1454827.872800, note=checkpoint
generation=382, runtime=5260.30s, best_objective=1454827.872800, note=checkpoint
generation=383, runtime=5268.39s, best_objective=1454827.872800, note=checkpoint
generation=384, runtime=5275.18s, best_objective=1454827.872800, note=checkpoint
generation=385, runtime=5281.62s, best_objective=1454827.872800, note=checkpoint
generation=386, runtime=5288.18s, best_objective=1454827.872800, note=checkpoint
generation=387, runtime=5295.66s, best_objective=1454827.872800, note=checkpoint
generation=388, runtime=5303.28s, best_objective=1454827.872800, note=checkpoint
generation=389, runtime=5309.78s, best_objective=1454827.872800, note=checkpoint
generation=390, runtime=5316.91s, best_objective=1454827.872800, note=checkpoint
generation=391, runtime=5323.45s, best_objective=1454827.872800, note=checkpoint
generation=392, runtime=5330.03s, best_objective=1454827.872800, note=checkpoint
generation=393, runtime=5336.79s, best_objective=1454827.872800, note=checkpoint
generation=394, runtime=5343.65s, best_objective=1454827.872800, note=checkpoint
generation=395, runtime=5350.55s, best_objective=1454827.872800, note=checkpoint
generation=396, runtime=5356.97s, best_objective=1454827.872800, note=checkpoint
generation=397, runtime=5363.71s, best_objective=1454827.872800, note=checkpoint
generation=398, runtime=5370.34s, best_objective=1454827.872800, note=checkpoint
generation=399, runtime=5376.78s, best_objective=1454827.872800, note=checkpoint
generation=400, runtime=5383.45s, best_objective=1454827.872800, note=elitism 1/3
generation=400, runtime=5383.46s, best_objective=1454827.872800, note=elitism 2/3
generation=400, runtime=5383.48s, best_objective=1454827.872800, note=elitism 3/3
generation=400, runtime=5383.48s, best_objective=1454827.872800, note=checkpoint
generation=401, runtime=5390.07s, best_objective=1454827.872800, note=checkpoint
generation=402, runtime=5396.94s, best_objective=1454827.872800, note=checkpoint
generation=403, runtime=5403.67s, best_objective=1454827.872800, note=checkpoint
generation=404, runtime=5410.20s, best_objective=1454827.872800, note=checkpoint
generation=405, runtime=5416.81s, best_objective=1454827.872800, note=checkpoint
generation=406, runtime=5423.23s, best_objective=1454827.872800, note=checkpoint
generation=407, runtime=5429.41s, best_objective=1454827.872800, note=checkpoint
generation=408, runtime=5435.94s, best_objective=1454827.872800, note=checkpoint
generation=409, runtime=5443.15s, best_objective=1454827.872800, note=checkpoint
generation=410, runtime=5449.71s, best_objective=1454827.872800, note=checkpoint
generation=411, runtime=5456.62s, best_objective=1454827.872800, note=checkpoint
generation=412, runtime=5463.18s, best_objective=1454827.872800, note=checkpoint
generation=413, runtime=5469.92s, best_objective=1454827.872800, note=checkpoint
generation=414, runtime=5476.60s, best_objective=1454827.872800, note=checkpoint
generation=415, runtime=5483.29s, best_objective=1454827.872800, note=checkpoint
generation=416, runtime=5489.82s, best_objective=1454827.872800, note=checkpoint
generation=417, runtime=5496.32s, best_objective=1454827.872800, note=checkpoint
generation=418, runtime=5502.77s, best_objective=1454827.872800, note=checkpoint
generation=419, runtime=5509.52s, best_objective=1454827.872800, note=checkpoint
generation=420, runtime=5516.93s, best_objective=1454827.872800, note=checkpoint
generation=421, runtime=5523.56s, best_objective=1454827.872800, note=checkpoint
generation=422, runtime=5530.21s, best_objective=1454827.872800, note=checkpoint
generation=423, runtime=5536.64s, best_objective=1454827.872800, note=checkpoint
generation=424, runtime=5543.68s, best_objective=1454827.872800, note=checkpoint
generation=425, runtime=5550.81s, best_objective=1454827.872800, note=checkpoint
generation=426, runtime=5557.23s, best_objective=1454827.872800, note=checkpoint
generation=427, runtime=5563.66s, best_objective=1454827.872800, note=checkpoint
generation=428, runtime=5570.63s, best_objective=1454827.872800, note=checkpoint
generation=429, runtime=5577.50s, best_objective=1454827.872800, note=checkpoint
generation=430, runtime=5584.06s, best_objective=1454827.872800, note=checkpoint
generation=431, runtime=5590.57s, best_objective=1454827.872800, note=checkpoint
generation=432, runtime=5597.01s, best_objective=1454827.872800, note=checkpoint
generation=433, runtime=5604.11s, best_objective=1454827.872800, note=checkpoint
generation=434, runtime=5611.46s, best_objective=1454827.872800, note=checkpoint
generation=435, runtime=5617.80s, best_objective=1454827.872800, note=checkpoint
generation=436, runtime=5624.52s, best_objective=1454827.872800, note=checkpoint
generation=437, runtime=5631.30s, best_objective=1454827.872800, note=checkpoint
generation=438, runtime=5637.70s, best_objective=1454827.872800, note=checkpoint
generation=439, runtime=5644.49s, best_objective=1454827.872800, note=checkpoint
generation=440, runtime=5650.98s, best_objective=1454827.872800, note=checkpoint
generation=441, runtime=5657.70s, best_objective=1454827.872800, note=checkpoint
generation=442, runtime=5664.12s, best_objective=1454827.872800, note=checkpoint
generation=443, runtime=5670.57s, best_objective=1454827.872800, note=checkpoint
generation=444, runtime=5677.12s, best_objective=1454827.872800, note=checkpoint
generation=445, runtime=5683.86s, best_objective=1454827.872800, note=checkpoint
generation=446, runtime=5690.29s, best_objective=1454827.872800, note=checkpoint
generation=447, runtime=5696.64s, best_objective=1454827.872800, note=checkpoint
generation=448, runtime=5703.03s, best_objective=1454827.872800, note=checkpoint
generation=449, runtime=5710.33s, best_objective=1454827.872800, note=checkpoint
generation=450, runtime=5716.93s, best_objective=1454827.872800, note=elitism 1/3
generation=450, runtime=5716.94s, best_objective=1454827.872800, note=elitism 2/3
generation=450, runtime=5716.95s, best_objective=1454827.872800, note=elitism 3/3
generation=450, runtime=5716.96s, best_objective=1454827.872800, note=checkpoint
generation=451, runtime=5723.31s, best_objective=1454827.872800, note=checkpoint
generation=452, runtime=5729.89s, best_objective=1454827.872800, note=checkpoint
generation=453, runtime=5737.95s, best_objective=1454827.872800, note=checkpoint
generation=454, runtime=5744.66s, best_objective=1454827.872800, note=checkpoint
generation=455, runtime=5751.31s, best_objective=1454827.872800, note=checkpoint
generation=456, runtime=5758.03s, best_objective=1454827.872800, note=checkpoint
generation=457, runtime=5764.33s, best_objective=1454827.872800, note=checkpoint
generation=458, runtime=5770.94s, best_objective=1454827.872800, note=checkpoint
generation=459, runtime=5777.75s, best_objective=1454827.872800, note=checkpoint
generation=460, runtime=5784.21s, best_objective=1454827.872800, note=checkpoint
generation=461, runtime=5790.92s, best_objective=1454827.872800, note=checkpoint
generation=462, runtime=5797.37s, best_objective=1454827.872800, note=checkpoint
generation=463, runtime=5804.46s, best_objective=1454827.872800, note=checkpoint
generation=464, runtime=5811.45s, best_objective=1454827.872800, note=checkpoint
generation=465, runtime=5817.88s, best_objective=1454827.872800, note=checkpoint
generation=466, runtime=5824.44s, best_objective=1454827.872800, note=checkpoint
generation=467, runtime=5831.05s, best_objective=1454827.872800, note=checkpoint
generation=468, runtime=5837.50s, best_objective=1454827.872800, note=checkpoint
generation=469, runtime=5844.12s, best_objective=1454827.872800, note=checkpoint
generation=470, runtime=5851.94s, best_objective=1454827.872800, note=checkpoint
generation=471, runtime=5859.22s, best_objective=1454827.872800, note=checkpoint
generation=472, runtime=5866.07s, best_objective=1454827.872800, note=checkpoint
generation=473, runtime=5872.41s, best_objective=1454827.872800, note=checkpoint
generation=474, runtime=5878.92s, best_objective=1454827.872800, note=checkpoint
generation=475, runtime=5885.74s, best_objective=1454827.872800, note=checkpoint
generation=476, runtime=5892.13s, best_objective=1454827.872800, note=checkpoint
generation=477, runtime=5898.60s, best_objective=1454827.872800, note=checkpoint
generation=478, runtime=5905.48s, best_objective=1454827.872800, note=checkpoint
generation=479, runtime=5912.44s, best_objective=1454827.872800, note=checkpoint
generation=480, runtime=5919.30s, best_objective=1454827.872800, note=checkpoint
generation=481, runtime=5926.12s, best_objective=1454827.872800, note=checkpoint
generation=482, runtime=5932.55s, best_objective=1454827.872800, note=checkpoint
generation=483, runtime=5938.99s, best_objective=1454827.872800, note=checkpoint
generation=484, runtime=5945.28s, best_objective=1454827.872800, note=checkpoint
generation=485, runtime=5952.04s, best_objective=1454827.872800, note=checkpoint
generation=486, runtime=5958.47s, best_objective=1454827.872800, note=checkpoint
generation=487, runtime=5964.90s, best_objective=1454827.872800, note=checkpoint
generation=488, runtime=5971.65s, best_objective=1454827.872800, note=checkpoint
generation=489, runtime=5978.49s, best_objective=1454827.872800, note=checkpoint
generation=490, runtime=5985.07s, best_objective=1454827.872800, note=checkpoint
generation=491, runtime=5992.03s, best_objective=1454827.872800, note=checkpoint
generation=492, runtime=5998.47s, best_objective=1454827.872800, note=checkpoint
generation=493, runtime=6005.38s, best_objective=1454827.872800, note=checkpoint
generation=494, runtime=6011.82s, best_objective=1454827.872800, note=checkpoint
generation=495, runtime=6018.15s, best_objective=1454827.872800, note=checkpoint
generation=496, runtime=6024.86s, best_objective=1454827.872800, note=checkpoint
generation=497, runtime=6032.16s, best_objective=1454827.872800, note=checkpoint
generation=498, runtime=6040.62s, best_objective=1454827.872800, note=checkpoint
generation=499, runtime=6048.43s, best_objective=1454827.872800, note=checkpoint
generation=500, runtime=6055.41s, best_objective=1454827.872800, note=elitism 1/3
generation=500, runtime=6055.42s, best_objective=1454827.872800, note=elitism 2/3
generation=500, runtime=6055.44s, best_objective=1454827.872800, note=elitism 3/3
generation=500, runtime=6055.45s, best_objective=1454827.872800, note=checkpoint
generation=501, runtime=6061.86s, best_objective=1454827.872800, note=checkpoint
generation=502, runtime=6068.63s, best_objective=1454827.872800, note=checkpoint
generation=503, runtime=6075.48s, best_objective=1454827.872800, note=checkpoint
generation=504, runtime=6081.77s, best_objective=1454827.872800, note=checkpoint
generation=505, runtime=6088.17s, best_objective=1454827.872800, note=checkpoint
generation=506, runtime=6094.88s, best_objective=1454827.872800, note=checkpoint
generation=507, runtime=6101.50s, best_objective=1454827.872800, note=checkpoint
generation=508, runtime=6108.74s, best_objective=1454827.872800, note=checkpoint
generation=509, runtime=6115.48s, best_objective=1454827.872800, note=checkpoint
generation=510, runtime=6122.14s, best_objective=1454827.872800, note=checkpoint
generation=511, runtime=6129.22s, best_objective=1454827.872800, note=checkpoint
generation=512, runtime=6135.90s, best_objective=1454827.872800, note=checkpoint
generation=513, runtime=6142.32s, best_objective=1454827.872800, note=checkpoint
generation=514, runtime=6148.97s, best_objective=1454827.872800, note=checkpoint
generation=515, runtime=6155.52s, best_objective=1454827.872800, note=checkpoint
generation=516, runtime=6162.04s, best_objective=1454827.872800, note=checkpoint
generation=517, runtime=6168.92s, best_objective=1454827.872800, note=checkpoint
generation=518, runtime=6175.33s, best_objective=1454827.872800, note=checkpoint
generation=519, runtime=6182.84s, best_objective=1454827.872800, note=checkpoint
generation=520, runtime=6189.58s, best_objective=1454827.872800, note=checkpoint
generation=521, runtime=6196.09s, best_objective=1454827.872800, note=checkpoint
generation=522, runtime=6202.82s, best_objective=1454827.872800, note=checkpoint
generation=523, runtime=6209.42s, best_objective=1454827.872800, note=checkpoint
generation=524, runtime=6215.79s, best_objective=1454827.872800, note=checkpoint
generation=525, runtime=6222.05s, best_objective=1454827.872800, note=checkpoint
generation=526, runtime=6228.80s, best_objective=1454827.872800, note=checkpoint
generation=527, runtime=6235.19s, best_objective=1454827.872800, note=checkpoint
generation=528, runtime=6241.55s, best_objective=1454827.872800, note=checkpoint
generation=529, runtime=6248.44s, best_objective=1454827.872800, note=checkpoint
generation=530, runtime=6255.33s, best_objective=1454827.872800, note=checkpoint
generation=531, runtime=6261.66s, best_objective=1454827.872800, note=checkpoint
generation=532, runtime=6268.11s, best_objective=1454827.872800, note=checkpoint
generation=533, runtime=6275.00s, best_objective=1454827.872800, note=checkpoint
generation=534, runtime=6281.74s, best_objective=1454827.872800, note=checkpoint
generation=535, runtime=6288.51s, best_objective=1454827.872800, note=checkpoint
generation=536, runtime=6298.66s, best_objective=1454827.872800, note=checkpoint
generation=537, runtime=6308.10s, best_objective=1454827.872800, note=checkpoint
generation=538, runtime=6334.95s, best_objective=1454827.872800, note=checkpoint
generation=539, runtime=6348.28s, best_objective=1454827.872800, note=checkpoint
generation=540, runtime=6361.03s, best_objective=1454827.872800, note=checkpoint
generation=541, runtime=6368.50s, best_objective=1454827.872800, note=checkpoint
generation=542, runtime=6374.67s, best_objective=1454827.872800, note=checkpoint
generation=543, runtime=6380.64s, best_objective=1454827.872800, note=checkpoint
generation=544, runtime=6386.46s, best_objective=1454827.872800, note=checkpoint
generation=545, runtime=6392.33s, best_objective=1454827.872800, note=checkpoint
generation=546, runtime=6398.34s, best_objective=1454827.872800, note=checkpoint
generation=547, runtime=6404.51s, best_objective=1454827.872800, note=checkpoint
generation=548, runtime=6411.58s, best_objective=1454827.872800, note=checkpoint
generation=549, runtime=6419.21s, best_objective=1454827.872800, note=checkpoint
generation=550, runtime=6425.07s, best_objective=1454827.872800, note=elitism 1/3
generation=550, runtime=6425.09s, best_objective=1454827.872800, note=elitism 2/3
generation=550, runtime=6425.10s, best_objective=1454827.872800, note=elitism 3/3
generation=550, runtime=6425.11s, best_objective=1454827.872800, note=checkpoint
generation=551, runtime=6431.44s, best_objective=1454827.872800, note=checkpoint
generation=552, runtime=6438.40s, best_objective=1454827.872800, note=checkpoint
generation=553, runtime=6444.57s, best_objective=1454827.872800, note=checkpoint
generation=554, runtime=6450.56s, best_objective=1454827.872800, note=checkpoint
generation=555, runtime=6458.56s, best_objective=1454827.872800, note=checkpoint
generation=556, runtime=6465.10s, best_objective=1454827.872800, note=checkpoint
generation=557, runtime=6471.25s, best_objective=1454827.872800, note=checkpoint
generation=558, runtime=6477.39s, best_objective=1454827.872800, note=checkpoint
generation=559, runtime=6483.20s, best_objective=1454827.872800, note=checkpoint
generation=560, runtime=6488.90s, best_objective=1454827.872800, note=checkpoint
generation=561, runtime=6494.78s, best_objective=1454827.872800, note=checkpoint
generation=562, runtime=6500.59s, best_objective=1454827.872800, note=checkpoint
generation=563, runtime=6506.45s, best_objective=1454827.872800, note=checkpoint
generation=564, runtime=6512.34s, best_objective=1454827.872800, note=checkpoint
generation=565, runtime=6517.87s, best_objective=1454827.872800, note=checkpoint
generation=566, runtime=6523.75s, best_objective=1454827.872800, note=checkpoint
generation=567, runtime=6529.93s, best_objective=1454827.872800, note=checkpoint
generation=568, runtime=6535.64s, best_objective=1454827.872800, note=checkpoint
generation=569, runtime=6541.75s, best_objective=1454827.872800, note=checkpoint
generation=570, runtime=6549.23s, best_objective=1454827.872800, note=checkpoint
generation=571, runtime=6555.63s, best_objective=1454827.872800, note=checkpoint
generation=572, runtime=6563.24s, best_objective=1454827.872800, note=checkpoint
generation=573, runtime=6569.41s, best_objective=1454827.872800, note=checkpoint
generation=574, runtime=6575.72s, best_objective=1454827.872800, note=checkpoint
generation=575, runtime=6581.94s, best_objective=1454827.872800, note=checkpoint
generation=576, runtime=6587.73s, best_objective=1454827.872800, note=checkpoint
generation=577, runtime=6593.67s, best_objective=1454827.872800, note=checkpoint
generation=578, runtime=6599.70s, best_objective=1454827.872800, note=checkpoint
generation=579, runtime=6605.91s, best_objective=1454827.872800, note=checkpoint
generation=580, runtime=6611.84s, best_objective=1454827.872800, note=checkpoint
generation=581, runtime=6617.64s, best_objective=1454827.872800, note=checkpoint
generation=582, runtime=6623.54s, best_objective=1454827.872800, note=checkpoint
generation=583, runtime=6629.32s, best_objective=1454827.872800, note=checkpoint
generation=584, runtime=6635.16s, best_objective=1454827.872800, note=checkpoint
generation=585, runtime=6641.03s, best_objective=1454827.872800, note=checkpoint
generation=586, runtime=6646.99s, best_objective=1454827.872800, note=checkpoint
generation=587, runtime=6652.85s, best_objective=1454827.872800, note=checkpoint
generation=588, runtime=6659.41s, best_objective=1454827.872800, note=checkpoint
generation=589, runtime=6665.17s, best_objective=1454827.872800, note=checkpoint
generation=590, runtime=6670.88s, best_objective=1454827.872800, note=checkpoint
generation=591, runtime=6676.73s, best_objective=1454827.872800, note=checkpoint
generation=592, runtime=6682.55s, best_objective=1454827.872800, note=checkpoint
generation=593, runtime=6688.35s, best_objective=1454827.872800, note=checkpoint
generation=594, runtime=6694.18s, best_objective=1454827.872800, note=checkpoint
generation=595, runtime=6700.08s, best_objective=1454827.872800, note=checkpoint
generation=596, runtime=6705.89s, best_objective=1454827.872800, note=checkpoint
generation=597, runtime=6711.70s, best_objective=1454827.872800, note=checkpoint
generation=598, runtime=6717.49s, best_objective=1454827.872800, note=checkpoint
generation=599, runtime=6723.18s, best_objective=1454827.872800, note=checkpoint
generation=600, runtime=6729.08s, best_objective=1454827.872800, note=elitism 1/3
generation=600, runtime=6729.10s, best_objective=1454827.872800, note=elitism 2/3
generation=600, runtime=6729.11s, best_objective=1454827.872800, note=elitism 3/3
generation=600, runtime=6729.12s, best_objective=1454827.872800, note=checkpoint
generation=601, runtime=6734.98s, best_objective=1454827.872800, note=checkpoint
generation=602, runtime=6740.90s, best_objective=1454827.872800, note=checkpoint
generation=603, runtime=6746.65s, best_objective=1454827.872800, note=checkpoint
generation=604, runtime=6752.51s, best_objective=1454827.872800, note=checkpoint
generation=605, runtime=6758.34s, best_objective=1454827.872800, note=checkpoint
generation=606, runtime=6764.21s, best_objective=1454827.872800, note=checkpoint
generation=607, runtime=6770.02s, best_objective=1454827.872800, note=checkpoint
generation=608, runtime=6775.77s, best_objective=1454827.872800, note=checkpoint
generation=609, runtime=6781.52s, best_objective=1454827.872800, note=checkpoint
generation=610, runtime=6788.45s, best_objective=1454827.872800, note=checkpoint
generation=611, runtime=6794.42s, best_objective=1454827.872800, note=checkpoint
generation=612, runtime=6800.65s, best_objective=1454827.872800, note=checkpoint
generation=613, runtime=6806.33s, best_objective=1454827.872800, note=checkpoint
generation=614, runtime=6812.51s, best_objective=1454827.872800, note=checkpoint
generation=615, runtime=6818.81s, best_objective=1454827.872800, note=checkpoint
generation=616, runtime=6824.91s, best_objective=1454827.872800, note=checkpoint
generation=617, runtime=6830.91s, best_objective=1454827.872800, note=checkpoint
generation=618, runtime=6837.14s, best_objective=1454827.872800, note=checkpoint
generation=619, runtime=6843.15s, best_objective=1454827.872800, note=checkpoint
generation=620, runtime=6849.22s, best_objective=1454827.872800, note=checkpoint
generation=621, runtime=6855.45s, best_objective=1454827.872800, note=checkpoint
generation=622, runtime=6861.25s, best_objective=1454827.872800, note=checkpoint
generation=623, runtime=6867.47s, best_objective=1454827.872800, note=checkpoint
generation=624, runtime=6873.67s, best_objective=1454827.872800, note=checkpoint
generation=625, runtime=6879.99s, best_objective=1454827.872800, note=checkpoint
generation=626, runtime=6886.42s, best_objective=1454827.872800, note=checkpoint
generation=627, runtime=6892.67s, best_objective=1454827.872800, note=checkpoint
generation=628, runtime=6898.81s, best_objective=1454827.872800, note=checkpoint
generation=629, runtime=6905.58s, best_objective=1454827.872800, note=checkpoint
generation=630, runtime=6911.78s, best_objective=1454827.872800, note=checkpoint
generation=631, runtime=6917.79s, best_objective=1454827.872800, note=checkpoint
generation=632, runtime=6923.91s, best_objective=1454827.872800, note=checkpoint
generation=633, runtime=6929.97s, best_objective=1454827.872800, note=checkpoint
generation=634, runtime=6936.30s, best_objective=1454827.872800, note=checkpoint
generation=635, runtime=6942.81s, best_objective=1454827.872800, note=checkpoint
generation=636, runtime=6949.13s, best_objective=1454827.872800, note=checkpoint
generation=637, runtime=6955.29s, best_objective=1454827.872800, note=checkpoint
generation=638, runtime=6961.63s, best_objective=1454827.872800, note=checkpoint
generation=639, runtime=6967.66s, best_objective=1454827.872800, note=checkpoint
generation=640, runtime=6973.68s, best_objective=1454827.872800, note=checkpoint
generation=641, runtime=6979.57s, best_objective=1454827.872800, note=checkpoint
generation=642, runtime=6985.71s, best_objective=1454827.872800, note=checkpoint
generation=643, runtime=6992.03s, best_objective=1454827.872800, note=checkpoint
generation=644, runtime=6998.21s, best_objective=1454827.872800, note=checkpoint
generation=645, runtime=7004.42s, best_objective=1454827.872800, note=checkpoint
generation=646, runtime=7010.47s, best_objective=1454827.872800, note=checkpoint
generation=647, runtime=7016.80s, best_objective=1454827.872800, note=checkpoint
generation=648, runtime=7023.01s, best_objective=1454827.872800, note=checkpoint
generation=649, runtime=7029.15s, best_objective=1454827.872800, note=checkpoint
generation=650, runtime=7035.31s, best_objective=1454827.872800, note=elitism 1/3
generation=650, runtime=7035.33s, best_objective=1454827.872800, note=elitism 2/3
generation=650, runtime=7035.34s, best_objective=1454827.872800, note=elitism 3/3
generation=650, runtime=7035.35s, best_objective=1454827.872800, note=checkpoint
generation=651, runtime=7041.51s, best_objective=1454827.872800, note=checkpoint
generation=652, runtime=7047.66s, best_objective=1454827.872800, note=checkpoint
generation=653, runtime=7053.71s, best_objective=1454827.872800, note=checkpoint
generation=654, runtime=7059.84s, best_objective=1454827.872800, note=checkpoint
generation=655, runtime=7066.13s, best_objective=1454827.872800, note=checkpoint
generation=656, runtime=7072.30s, best_objective=1454827.872800, note=checkpoint
generation=657, runtime=7078.32s, best_objective=1454827.872800, note=checkpoint
generation=658, runtime=7084.67s, best_objective=1454827.872800, note=checkpoint
generation=659, runtime=7090.78s, best_objective=1454827.872800, note=checkpoint
generation=660, runtime=7096.74s, best_objective=1454827.872800, note=checkpoint
generation=661, runtime=7102.86s, best_objective=1454827.872800, note=checkpoint
generation=662, runtime=7108.93s, best_objective=1454827.872800, note=checkpoint
generation=663, runtime=7115.07s, best_objective=1454827.872800, note=checkpoint
generation=664, runtime=7121.13s, best_objective=1454827.872800, note=checkpoint
generation=665, runtime=7127.23s, best_objective=1454827.872800, note=checkpoint
generation=666, runtime=7133.38s, best_objective=1454827.872800, note=checkpoint
generation=667, runtime=7139.52s, best_objective=1454827.872800, note=checkpoint
generation=668, runtime=7145.73s, best_objective=1454827.872800, note=checkpoint
generation=669, runtime=7151.69s, best_objective=1454827.872800, note=checkpoint
generation=670, runtime=7157.69s, best_objective=1454827.872800, note=checkpoint
generation=671, runtime=7163.98s, best_objective=1454827.872800, note=checkpoint
generation=672, runtime=7170.25s, best_objective=1454827.872800, note=checkpoint
generation=673, runtime=7176.32s, best_objective=1454827.872800, note=checkpoint
generation=674, runtime=7182.36s, best_objective=1454827.872800, note=checkpoint
generation=675, runtime=7188.27s, best_objective=1454827.872800, note=checkpoint
generation=676, runtime=7194.29s, best_objective=1454827.872800, note=checkpoint
generation=677, runtime=7200.22s, best_objective=1454827.872800, note=checkpoint
generation=678, runtime=7206.74s, best_objective=1454827.872800, note=checkpoint
generation=679, runtime=7213.03s, best_objective=1454827.872800, note=checkpoint
generation=680, runtime=7219.16s, best_objective=1454827.872800, note=checkpoint
generation=681, runtime=7225.21s, best_objective=1454827.872800, note=checkpoint
generation=682, runtime=7231.20s, best_objective=1454827.872800, note=checkpoint
generation=683, runtime=7237.17s, best_objective=1454827.872800, note=checkpoint
generation=684, runtime=7243.45s, best_objective=1454827.872800, note=checkpoint
generation=685, runtime=7249.47s, best_objective=1454827.872800, note=checkpoint
generation=686, runtime=7255.67s, best_objective=1454827.872800, note=checkpoint
generation=687, runtime=7261.83s, best_objective=1454827.872800, note=checkpoint
generation=688, runtime=7267.83s, best_objective=1454827.872800, note=checkpoint
generation=689, runtime=7274.07s, best_objective=1454827.872800, note=checkpoint
generation=690, runtime=7280.25s, best_objective=1454827.872800, note=checkpoint
generation=691, runtime=7286.74s, best_objective=1454827.872800, note=checkpoint
generation=692, runtime=7293.38s, best_objective=1454827.872800, note=checkpoint
generation=693, runtime=7300.14s, best_objective=1454827.872800, note=checkpoint
generation=694, runtime=7306.44s, best_objective=1454827.872800, note=checkpoint
generation=695, runtime=7312.62s, best_objective=1454827.872800, note=checkpoint
generation=696, runtime=7318.72s, best_objective=1454827.872800, note=checkpoint
generation=697, runtime=7325.00s, best_objective=1454827.872800, note=checkpoint
generation=698, runtime=7331.06s, best_objective=1454827.872800, note=checkpoint
generation=699, runtime=7337.67s, best_objective=1454827.872800, note=checkpoint
generation=700, runtime=7344.16s, best_objective=1454827.872800, note=elitism 1/3
generation=700, runtime=7344.17s, best_objective=1454827.872800, note=elitism 2/3
generation=700, runtime=7344.18s, best_objective=1454827.872800, note=elitism 3/3
generation=700, runtime=7344.19s, best_objective=1454827.872800, note=checkpoint
generation=701, runtime=7350.75s, best_objective=1454827.872800, note=checkpoint
generation=702, runtime=7357.26s, best_objective=1454827.872800, note=checkpoint
generation=703, runtime=7363.28s, best_objective=1454827.872800, note=checkpoint
generation=704, runtime=7369.45s, best_objective=1454827.872800, note=checkpoint
generation=705, runtime=7375.98s, best_objective=1454827.872800, note=checkpoint
generation=706, runtime=7382.87s, best_objective=1454827.872800, note=checkpoint
generation=707, runtime=7391.96s, best_objective=1454827.872800, note=checkpoint
generation=708, runtime=7399.46s, best_objective=1454827.872800, note=checkpoint
generation=709, runtime=7406.22s, best_objective=1454827.872800, note=checkpoint
generation=710, runtime=7412.75s, best_objective=1454827.872800, note=checkpoint
generation=711, runtime=7419.16s, best_objective=1454827.872800, note=checkpoint
generation=712, runtime=7425.55s, best_objective=1454827.872800, note=checkpoint
generation=713, runtime=7432.34s, best_objective=1454827.872800, note=checkpoint
generation=714, runtime=7438.91s, best_objective=1454827.872800, note=checkpoint
generation=715, runtime=7445.39s, best_objective=1454827.872800, note=checkpoint
generation=716, runtime=7452.04s, best_objective=1454827.872800, note=checkpoint
generation=717, runtime=7458.40s, best_objective=1454827.872800, note=checkpoint
generation=718, runtime=7465.64s, best_objective=1454827.872800, note=checkpoint
generation=719, runtime=7472.08s, best_objective=1454827.872800, note=checkpoint
generation=720, runtime=7478.48s, best_objective=1454827.872800, note=checkpoint
generation=721, runtime=7484.91s, best_objective=1454827.872800, note=checkpoint
generation=722, runtime=7491.52s, best_objective=1454827.872800, note=checkpoint
generation=723, runtime=7498.13s, best_objective=1454827.872800, note=checkpoint
generation=724, runtime=7504.63s, best_objective=1454827.872800, note=checkpoint
generation=725, runtime=7511.73s, best_objective=1454827.872800, note=checkpoint
generation=726, runtime=7517.93s, best_objective=1454827.872800, note=checkpoint
generation=727, runtime=7524.09s, best_objective=1454827.872800, note=checkpoint
generation=728, runtime=7530.29s, best_objective=1454827.872800, note=checkpoint
generation=729, runtime=7536.77s, best_objective=1454827.872800, note=checkpoint
generation=730, runtime=7543.23s, best_objective=1454827.872800, note=checkpoint
generation=731, runtime=7549.84s, best_objective=1454827.872800, note=checkpoint
generation=732, runtime=7556.10s, best_objective=1454827.872800, note=checkpoint
generation=733, runtime=7562.70s, best_objective=1454827.872800, note=checkpoint
generation=734, runtime=7569.16s, best_objective=1454827.872800, note=checkpoint
generation=735, runtime=7575.60s, best_objective=1454827.872800, note=checkpoint
generation=736, runtime=7582.16s, best_objective=1454827.872800, note=checkpoint
generation=737, runtime=7588.61s, best_objective=1454827.872800, note=checkpoint
generation=738, runtime=7595.01s, best_objective=1454827.872800, note=checkpoint
generation=739, runtime=7601.25s, best_objective=1454827.872800, note=checkpoint
generation=740, runtime=7607.92s, best_objective=1454827.872800, note=checkpoint
generation=741, runtime=7614.66s, best_objective=1454827.872800, note=checkpoint
generation=742, runtime=7620.75s, best_objective=1454827.872800, note=checkpoint
generation=743, runtime=7627.99s, best_objective=1454827.872800, note=checkpoint
generation=744, runtime=7636.60s, best_objective=1454827.872800, note=checkpoint
generation=745, runtime=7644.04s, best_objective=1454827.872800, note=checkpoint
generation=746, runtime=7654.98s, best_objective=1454827.872800, note=checkpoint
generation=747, runtime=7662.27s, best_objective=1454827.872800, note=checkpoint
generation=748, runtime=7670.16s, best_objective=1454827.872800, note=checkpoint
generation=749, runtime=7677.27s, best_objective=1454827.872800, note=checkpoint
generation=750, runtime=7683.71s, best_objective=1454827.872800, note=elitism 1/3
generation=750, runtime=7683.73s, best_objective=1454827.872800, note=elitism 2/3
generation=750, runtime=7683.74s, best_objective=1454827.872800, note=elitism 3/3
generation=750, runtime=7683.75s, best_objective=1454827.872800, note=checkpoint
